CustomerID,Recency,Frequency,MonetaryTotal,MonetaryAvg,MonetaryStd,MonetaryMin,MonetaryMax,TotalQuantity,AvgQtyPerTrans,MinQuantity,MaxQuantity,CustomerTenure,FirstPurchase,PreferredDay,PreferredHour,PreferredMonth,WeekendRatio,AvgDaysBetween,UniqueProducts,UniqueDesc,AvgProdPerTrans,UniqueCountries,NegQtyCount,ZeroPriceCount,CancelledTrans,ReturnRatio,TotalTrans,UniqueInvoices,AvgLinesPerInv,Age,SupportTickets,Satisfaction,Churn,RFMSegment,AgeCategory,SpendingCat,CustomerType,FavoriteSeason,PreferredTime,Region,LoyaltyLevel,ChurnRisk,WeekendPref,BasketSize,ProdDiversity,Gender,AccountStatus,Country,NewsletterSubscribed,RegistrationDate,LastLoginIP
25338,4,11,12929.56,453.79,472.49,3144.19,3005.27,56955,222.25,-5804,3832,648,535,5,13,4,0.8285,216.76,791,955,14.14,4,25,16,1,0.4905,28,290,89.41,79.1,8.0,-1.0,0,Potentiels,65+,High,Régulier,Automne,Nuit,UK,Établi,Élevé,Semaine,Petit,Explorateur,Unknown,Active,United Kingdom,Yes,2019-02-12,61.222.166.7
78027,265,5,424.07,99.66,70.81,-408.41,1496.73,58507,87.18,-639,2100,197,461,6,4,8,0.2473,214.66,203,48,55.94,4,44,33,42,0.2672,636,65,13.51,50.4,15.0,4.9,0,Potentiels,18-24,Low,Hyperactif,Été,Après-midi,Europe_S,Jeune,Faible,Semaine,Petit,Modéré,M,Active,Portugal,Yes,15/06/22,43.141.61.202
90135,344,27,10226.78,309.64,321.42,-2482.12,2263.31,50033,417.3,-6297,4584,373,251,3,0,12,0.5242,211.36,720,367,51.43,4,1,34,19,0.5749,2016,262,63.3,39.4,14.0,0.4,0,Potentiels,45-54,Medium,Régulier,Printemps,Soir,UK,Jeune,Élevé,Semaine,Moyen,Explorateur,F,Active,Australia,Yes,09/05/2020,203.124.4.21
29508,129,12,1669.8,205.83,190.99,-1296.8,4685.8,85089,618.36,-2057,3603,577,266,6,18,5,0.5959,209.24,925,978,36.3,4,16,35,34,0.1087,587,198,62.95,,13.0,1.3,0,Dormants,Inconnu,Medium,Occasionnel,Hiver,Après-midi,Europe_S,Jeune,Critique,Semaine,Petit,Explorateur,M,Active,Spain,Yes,2021-01-03,149.243.79.190
13051,381,17,5945.19,25.34,478.41,-4797.64,4248.68,71972,665.71,-5774,3468,591,208,0,4,5,0.3625,113.95,678,547,66.62,4,64,12,9,0.6748,7526,171,20.67,22.2,9.0,4.3,0,Champions,18-24,Low,Nouveau,Automne,Nuit,UK,Établi,Faible,Semaine,Inconnu,Explorateur,F,Active,Japan,Yes,22/05/10,198.45.127.80
58747,266,6,8003.12,176.91,164.99,239.93,2888.87,46219,962.77,-5805,6236,563,566,0,2,1,0.6639,158.56,59,558,10.42,5,93,24,7,0.4829,3623,16,99.84,23.9,13.0,2.1,1,Potentiels,55-64,Low,Nouveau,Hiver,Matin,Europe_S,Inconnu,Faible,Semaine,Inconnu,Modéré,F,Active,United Kingdom,Yes,07/08/16,128.46.173.30
97142,177,33,5742.46,136.29,481.09,50.58,1722.18,33477,153.99,-3440,651,128,538,1,16,6,0.2502,216.6,48,545,62.58,3,95,11,39,0.5023,7416,191,35.39,39.8,4.0,99.0,0,Champions,35-44,High,Occasionnel,Hiver,Midi,Europe_S,Ancien,Faible,Semaine,Petit,Modéré,F,Closed,Norway,Yes,01/26/2019,16.182.78.54
97235,252,5,7553.98,344.62,450.74,252.5,7622.31,88780,985.79,-7025,7984,413,502,3,6,2,0.0346,245.01,660,327,21.96,2,29,20,45,0.1858,3471,449,90.6,,9.0,0.2,1,Fidèles,65+,Medium,Hyperactif,Automne,Après-midi,Asie,Inconnu,Élevé,Inconnu,Moyen,Explorateur,F,Pending,Sweden,Yes,2015-06-17,33.249.119.162
64021,55,28,14946.16,474.65,135.19,4740.31,9901.1,41721,655.02,-1288,6501,379,513,0,16,1,0.9593,92.39,277,738,13.77,2,67,36,35,0.0413,3715,389,94.88,,14.0,4.6,1,Champions,18-24,Low,Perdu,Hiver,Matin,UK,Nouveau,Élevé,Semaine,Inconnu,Modéré,M,Pending,United Kingdom,Yes,2018-04-12,252.177.224.98
76412,82,14,1595.87,137.68,401.77,4114.54,7777.92,66228,454.77,-1879,5852,0,579,3,12,6,0.32,256.04,412,266,91.05,3,43,45,30,0.6113,2396,25,94.95,76.3,14.0,0.7,0,Fidèles,55-64,Low,Occasionnel,Automne,Nuit,Asie,Ancien,Faible,Weekend,Petit,Modéré,F,Active,Australia,Yes,06/01/2022,6.193.183.68
68335,392,5,9969.57,406.68,497.8,-3382.87,2959.37,14523,888.31,-6972,1635,166,147,5,21,5,0.7135,337.0,178,728,46.52,4,95,37,14,0.6588,3471,250,75.53,,8.0,1.1,0,Potentiels,Inconnu,High,Régulier,Été,Après-midi,Europe_C,Établi,Critique,Semaine,Petit,Spécialisé,M,Closed,United Kingdom,Yes,2017-09-17,65.20.248.224
66179,98,33,5638.01,32.4,126.33,-1311.17,2448.09,31326,694.79,-7475,5868,15,641,1,21,5,0.5075,276.64,801,729,76.58,3,59,0,41,0.4983,9475,27,26.13,49.2,9.0,0.8,0,Potentiels,55-64,Low,Nouveau,Été,Nuit,Autre,Nouveau,Faible,Semaine,Grand,Modéré,F,Active,Spain,Yes,2022-05-06,144.150.250.97
42093,148,50,1561.65,271.37,218.39,-760.44,2176.66,41205,349.37,-5673,4815,656,82,0,13,9,0.669,30.74,114,176,9.82,4,98,47,17,0.7657,6901,170,12.94,31.4,5.0,2.5,0,Fidèles,45-54,Low,Occasionnel,Printemps,Nuit,Autre,Jeune,Moyen,Weekend,Moyen,Modéré,Unknown,Closed,United Kingdom,Yes,11/22/2017,146.95.178.165
79678,328,48,1960.42,39.92,260.09,-1394.67,1366.95,-875,884.2,-5454,1168,111,41,3,22,12,0.1109,171.23,296,44,6.69,2,0,5,14,0.5637,6563,117,57.42,46.4,5.0,4.1,0,Fidèles,35-44,Medium,Occasionnel,Printemps,Après-midi,Europe_C,Jeune,Critique,Semaine,Grand,Modéré,M,Pending,USA,Yes,2020-03-06,188.239.140.82
90738,155,41,14213.73,467.35,147.47,2984.96,5513.31,65735,666.95,-7165,4077,367,155,4,11,10,0.5188,158.87,730,219,49.99,1,18,44,18,0.8482,8583,380,36.64,,8.0,1.3,0,Champions,18-24,High,Perdu,Hiver,Matin,Autre,Inconnu,Critique,Weekend,Moyen,Spécialisé,F,Pending,United Kingdom,Yes,2016-11-16,18.79.230.151
49734,189,19,13133.82,384.34,7.63,240.38,6054.0,15375,699.14,-5517,199,101,668,6,10,10,0.3922,122.82,438,126,32.24,2,32,44,23,0.2881,5982,55,83.27,,12.0,0.7,1,Fidèles,55-64,Medium,Nouveau,Printemps,Après-midi,UK,Établi,Faible,Semaine,Moyen,Modéré,M,Suspended,Netherlands,Yes,04/03/15,210.134.187.232
82615,370,22,13559.15,330.69,110.06,721.0,7055.03,1711,896.49,-5137,6959,593,452,0,0,3,0.4518,179.33,266,882,1.49,2,82,10,34,0.2431,6133,486,74.75,31.3,9.0,2.0,0,Fidèles,35-44,VIP,Régulier,Été,Nuit,UK,Établi,Critique,Semaine,Petit,Explorateur,F,Active,United Kingdom,Yes,2014-04-27,1.194.94.9
83523,262,5,14868.76,412.83,140.97,3530.14,6802.13,31437,448.97,-2665,5443,405,618,0,2,1,0.9662,160.47,162,966,19.15,1,35,15,1,0.2611,1951,363,28.37,,14.0,99.0,0,Champions,45-54,VIP,Régulier,Printemps,Soir,UK,Jeune,Faible,Weekend,Moyen,Spécialisé,M,Closed,United Kingdom,Yes,09/06/2012,159.186.122.164
27019,79,2,2728.89,325.52,221.8,3059.28,2923.33,27022,657.25,-5266,5919,506,283,0,11,8,0.1363,2.25,841,379,22.66,3,90,21,12,0.0305,2638,26,2.68,,999.0,0.1,0,Dormants,Inconnu,VIP,Régulier,Hiver,Nuit,Asie,Jeune,Faible,Weekend,Moyen,Modéré,M,Active,United Kingdom,Yes,01/07/2022,185.32.198.97
93613,399,30,5009.31,484.63,85.55,-3677.88,3303.11,8182,744.94,-1029,1356,610,187,3,8,12,0.7547,86.34,504,319,29.56,5,76,45,44,0.9006,5968,272,24.49,55.7,4.0,2.5,1,Dormants,55-64,Medium,Occasionnel,Printemps,Après-midi,UK,Établi,Moyen,Weekend,Moyen,Spécialisé,M,Closed,France,Yes,25/02/14,135.254.78.144
96672,251,47,9872.89,358.41,436.63,2139.15,6815.15,92177,454.49,-888,7432,670,616,2,1,5,0.3303,78.03,36,305,87.88,4,90,10,8,0.9992,6259,500,57.14,45.2,2.0,-1.0,0,Champions,45-54,High,Régulier,Été,Matin,Asie,Établi,Faible,Inconnu,Inconnu,Spécialisé,M,Pending,Spain,Yes,11/08/2014,83.209.164.56
83847,96,39,6998.94,462.71,352.46,-645.64,3494.48,94066,84.37,-6462,6361,39,623,5,13,11,0.2904,127.48,587,200,42.64,4,77,36,34,0.8165,8196,365,8.82,65.8,2.0,4.0,0,Fidèles,35-44,Low,Occasionnel,Printemps,Nuit,UK,Inconnu,Moyen,Semaine,Petit,Modéré,F,Pending,Australia,Yes,2020-11-10,25.34.22.66
92750,259,4,5985.04,260.98,42.6,-2053.51,2126.23,87148,771.67,-6090,5821,666,473,6,4,5,0.2708,63.68,458,85,68.26,2,23,25,1,0.4126,7907,108,66.17,54.8,1.0,3.7,1,Potentiels,45-54,Medium,Hyperactif,Hiver,Matin,Europe_C,Jeune,Élevé,Weekend,Petit,Explorateur,M,Active,Germany,Yes,10/07/2021,46.16.103.54
89634,259,33,5046.07,62.95,325.05,-4499.81,3743.36,70531,48.77,-696,6700,547,506,0,2,8,0.3488,24.75,647,41,2.82,1,98,25,45,0.3539,4105,498,67.5,59.9,1.0,0.4,1,Dormants,18-24,Low,Régulier,Été,Matin,Asie,Établi,Moyen,Semaine,Petit,Explorateur,F,Active,USA,Yes,07/05/16,125.98.50.16
38251,102,13,8703.6,266.45,326.83,-127.5,2720.84,39950,718.2,-3951,3506,380,132,4,11,8,0.3571,71.76,371,723,81.58,2,82,41,15,0.7747,7492,90,17.77,,13.0,2.3,1,Champions,45-54,Low,Nouveau,Automne,Midi,Europe_E,Nouveau,Faible,Weekend,Inconnu,Spécialisé,F,Active,Portugal,Yes,2014-05-10,147.198.250.131
35945,39,20,8421.7,67.8,478.11,-1445.63,883.13,11920,910.96,-1245,803,515,270,4,11,11,0.2707,311.78,486,866,24.79,2,24,20,45,0.5099,3539,493,60.04,72.5,5.0,0.4,0,Dormants,Inconnu,Low,Nouveau,Printemps,Matin,Unknown,Nouveau,Élevé,Semaine,Petit,Spécialisé,M,Pending,Poland,Yes,2015-02-07,13.187.113.36
42217,272,7,2002.6,298.28,1.51,-2484.87,8301.39,21144,347.62,-5358,7628,496,621,1,20,2,0.6675,290.92,272,551,31.59,3,10,25,35,0.9395,2748,357,61.09,30.8,7.0,3.1,0,Champions,25-34,Medium,Régulier,Hiver,Nuit,Europe_C,Nouveau,Faible,Weekend,Grand,Modéré,F,Suspended,United Kingdom,Yes,2014-01-09,4.106.251.40
18308,100,15,6811.97,243.83,123.97,1946.72,8531.11,83418,102.96,-6697,701,280,72,2,6,3,0.0477,161.37,179,363,5.48,4,8,14,1,0.2796,1675,412,48.32,57.3,12.0,0.4,1,Potentiels,25-34,Low,Régulier,Printemps,Nuit,UK,Ancien,Élevé,Inconnu,Petit,Explorateur,Unknown,Active,France,Yes,04/26/2010,120.31.184.212
15949,358,23,8078.81,313.17,463.9,2694.85,2197.5,1565,233.63,-7869,503,350,435,2,0,10,0.3323,320.4,986,919,41.56,5,5,38,15,0.3238,9124,476,95.37,63.1,10.0,0.2,0,Champions,25-34,Low,Nouveau,Automne,Après-midi,Unknown,Nouveau,Critique,Semaine,Petit,Spécialisé,M,Closed,United Kingdom,Yes,24/12/21,211.188.29.136
61990,379,14,8339.45,9.97,466.07,-2552.1,647.72,87909,562.72,-7608,4565,333,292,3,2,10,0.2802,84.92,480,269,85.41,1,57,34,7,0.9988,8317,414,11.71,27.2,15.0,99.0,0,Dormants,25-34,Medium,Régulier,Automne,Après-midi,Europe_E,Établi,Élevé,Semaine,Petit,Spécialisé,M,Active,USA,Yes,26/02/16,136.20.36.155
11150,307,23,2756.66,101.45,360.29,-4505.53,7388.27,52942,942.72,-3424,6106,523,654,1,10,1,0.7514,213.24,957,362,38.49,5,99,10,0,0.9782,8066,382,41.26,71.1,7.0,4.7,0,Fidèles,18-24,Medium,Régulier,Printemps,Matin,Europe_N,Ancien,Faible,Weekend,Petit,Modéré,M,Active,Italy,Yes,03/23/2011,20.110.49.51
99480,220,19,11005.21,248.21,382.88,3487.53,2115.29,69560,512.77,-4416,6071,282,436,6,12,3,0.1465,52.17,159,367,90.95,1,100,8,17,0.8852,2866,122,88.41,,7.0,3.5,0,Potentiels,55-64,Medium,Nouveau,Été,Soir,Europe_N,Jeune,Moyen,Semaine,Moyen,Spécialisé,M,Active,United Kingdom,Yes,07/21/2016,186.118.197.97
84740,307,29,-109.41,475.5,45.74,-4900.4,3934.35,23691,113.62,-5325,5826,727,666,3,21,12,0.9407,304.19,755,181,86.88,4,28,41,40,0.4046,8451,461,39.25,68.4,9.0,0.0,0,Champions,25-34,Low,Occasionnel,Été,Nuit,Europe_C,Établi,Faible,Semaine,Petit,Spécialisé,F,Active,United Kingdom,Yes,10/31/2012,50.127.91.212
76617,123,20,4999.89,194.89,256.94,4371.12,641.35,32799,628.16,-1870,7950,318,660,1,22,4,0.1705,47.66,928,231,7.13,3,72,22,25,0.8376,7027,345,43.04,28.2,6.0,1.4,0,Fidèles,65+,VIP,Hyperactif,Été,Matin,Europe_C,Nouveau,Faible,Weekend,Moyen,Modéré,M,Active,Spain,Yes,04/01/21,192.54.183.234
26896,230,29,11593.3,215.06,115.79,1276.2,2262.7,65777,733.11,-5534,2414,413,59,5,9,11,0.37,11.63,813,988,31.22,5,96,3,43,0.2834,9164,429,67.16,,999.0,0.1,0,Potentiels,25-34,Medium,Hyperactif,Automne,Après-midi,Asie,Jeune,Élevé,Weekend,Moyen,Spécialisé,M,Active,United Kingdom,Yes,04/11/2010,180.218.53.85
56175,177,24,8240.34,358.77,90.61,-1781.53,7929.02,33510,393.89,-6775,7940,593,597,2,18,7,0.1997,99.81,204,70,91.13,1,86,29,4,0.2548,8184,243,66.89,,14.0,-1.0,0,Dormants,Inconnu,Medium,Hyperactif,Automne,Nuit,UK,Nouveau,Faible,Semaine,Petit,Modéré,M,Active,Italy,Yes,2016-05-18,203.92.205.172
17805,62,18,3548.02,303.88,405.15,-2535.22,8043.96,86919,721.79,-1205,6033,13,703,6,3,9,0.2867,328.84,795,825,3.95,2,78,27,20,0.5464,7802,403,3.27,,9.0,3.4,0,Dormants,55-64,Medium,Occasionnel,Hiver,Midi,Autre,Inconnu,Faible,Weekend,Petit,Explorateur,F,Closed,United Kingdom,Yes,2020-09-26,169.80.226.180
15237,115,10,10271.77,152.97,67.52,-4909.94,2070.85,76366,325.5,-5295,7407,55,326,5,21,12,0.761,47.25,278,588,76.82,4,10,24,34,0.8603,1147,269,46.11,,10.0,3.8,1,Dormants,25-34,Medium,Occasionnel,Printemps,Après-midi,UK,Ancien,Faible,Weekend,Petit,Modéré,F,Active,United Kingdom,Yes,23/08/17,232.161.166.190
30056,190,41,8294.56,208.35,234.33,-2645.29,3359.14,27975,789.3,-7539,4720,402,181,6,4,5,0.4764,120.69,143,963,90.74,3,22,21,39,0.0975,4685,252,34.02,35.1,1.0,4.0,0,Dormants,65+,Medium,Hyperactif,Hiver,Midi,Europe_N,Jeune,Moyen,Semaine,Petit,Spécialisé,F,Active,Poland,Yes,2011-02-25,106.220.165.123
55543,61,8,11841.78,112.76,469.29,-3622.72,1342.38,52242,341.73,-6199,7749,341,433,3,10,12,0.1626,115.49,520,944,77.28,2,25,24,27,0.5653,6802,75,63.14,,12.0,4.5,0,Dormants,55-64,Low,Régulier,Été,Nuit,UK,Nouveau,Moyen,Weekend,Moyen,Modéré,F,Pending,United Kingdom,Yes,18/09/20,145.109.192.130
66556,255,26,10892.89,483.18,92.92,1121.66,741.73,45546,256.85,-4727,2968,198,518,1,8,1,0.0466,292.6,512,788,74.64,3,0,25,25,0.6097,893,112,56.01,24.8,9.0,1.8,0,Champions,25-34,High,Occasionnel,Hiver,Soir,Europe_N,Inconnu,Faible,Semaine,Moyen,Spécialisé,F,Active,United Kingdom,Yes,2011-06-20,93.231.229.203
13343,6,29,8956.67,69.66,489.0,-3334.54,9921.72,91087,879.3,-4015,6705,677,637,2,12,2,0.2299,153.86,964,489,84.49,1,93,49,31,0.5798,4314,151,65.44,43.6,6.0,-1.0,0,Champions,65+,Low,Régulier,Hiver,Matin,Europe_E,Ancien,Faible,Semaine,Inconnu,Modéré,F,Active,Norway,Yes,11/01/21,1.17.145.8
23500,154,10,7066.75,189.06,497.14,286.3,6555.94,22267,548.92,-7849,2871,291,82,2,16,10,0.9456,223.22,116,234,66.91,2,80,28,47,0.2185,6829,270,65.72,60.6,3.0,3.6,1,Champions,55-64,Medium,Perdu,Automne,Matin,Europe_N,Nouveau,Critique,Weekend,Grand,Spécialisé,F,Active,Portugal,Yes,12/10/2022,133.69.154.3
63222,91,17,1564.32,17.79,277.81,901.16,5420.97,76911,285.87,-5731,5063,657,27,6,14,2,0.8453,147.6,392,830,42.89,3,46,45,49,0.0641,3624,458,26.23,24.0,5.0,2.7,1,Potentiels,55-64,Medium,Régulier,Été,Soir,UK,Établi,Critique,Semaine,Moyen,Explorateur,F,Active,Germany,Yes,16/03/11,77.113.109.161
39375,13,2,3550.66,114.78,85.07,-2019.58,7654.99,86049,935.15,-3826,4759,440,265,6,12,9,0.4402,201.28,343,429,7.21,4,40,40,43,0.895,8039,98,25.4,24.9,8.0,4.8,0,Dormants,35-44,VIP,Régulier,Printemps,Matin,UK,Inconnu,Faible,Weekend,Petit,Spécialisé,M,Active,Italy,Yes,05/07/2013,6.141.79.48
19662,228,6,5996.04,391.33,158.05,-4649.35,8400.77,68939,691.16,-2681,4847,77,282,6,20,10,0.482,22.79,373,831,79.01,5,22,31,43,0.5745,360,360,37.66,,4.0,4.7,0,Potentiels,45-54,Low,Régulier,Hiver,Matin,Europe_S,Jeune,Faible,Semaine,Moyen,Explorateur,M,Active,United Kingdom,Yes,25/10/16,10.235.182.79
26964,85,5,8789.14,104.58,212.25,-4627.46,8067.15,3897,221.48,-6215,5969,111,396,0,10,7,0.8994,136.52,784,648,90.62,5,99,25,20,0.7679,1489,255,24.95,,9.0,4.5,0,Potentiels,55-64,Medium,Nouveau,Printemps,Midi,Asie,Nouveau,Faible,Inconnu,Moyen,Modéré,F,Active,United Kingdom,Yes,27/07/15,36.135.187.127
69638,132,28,7462.47,44.63,154.66,-4736.53,165.39,-837,615.03,-1758,3468,534,699,3,0,2,0.5913,312.11,688,666,51.65,2,4,27,3,0.3644,5761,407,68.6,75.3,3.0,1.0,0,Dormants,25-34,VIP,Occasionnel,Automne,Matin,Europe_N,Jeune,Faible,Semaine,Moyen,Explorateur,F,Active,United Kingdom,Yes,2022-07-08,60.131.153.47
83666,182,41,3966.86,239.85,140.32,2391.25,1868.08,51540,870.49,-1880,1419,374,382,0,7,1,0.8808,252.24,930,294,53.72,4,98,19,41,0.0425,291,168,60.68,70.0,2.0,1.0,1,Dormants,18-24,Low,Nouveau,Été,Midi,Europe_S,Établi,Moyen,Semaine,Petit,Modéré,Unknown,Active,United Kingdom,Yes,01/23/2015,147.204.111.39
95067,385,5,-399.8,9.93,486.11,-1819.9,6549.05,81915,696.46,-945,7795,115,580,6,22,5,0.4918,358.37,726,348,40.93,4,49,47,40,0.2596,4956,250,22.42,79.9,6.0,4.5,0,Potentiels,55-64,Low,Régulier,Printemps,Matin,Autre,Jeune,Moyen,Weekend,Moyen,Spécialisé,M,Active,Netherlands,Yes,2018-07-14,186.166.247.88
77215,61,18,7191.71,46.96,76.68,2963.0,3757.59,29030,245.51,-1644,1099,141,318,6,4,12,0.2001,287.59,369,99,85.83,3,8,1,35,0.0734,2114,320,88.53,54.4,6.0,2.0,0,Dormants,25-34,Medium,Occasionnel,Printemps,Matin,Asie,Inconnu,Moyen,Semaine,Petit,Spécialisé,M,Pending,United Kingdom,Yes,2019-12-06,125.48.153.19
79042,218,26,3927.2,404.77,366.66,-682.67,9824.83,54313,649.2,-690,3170,196,610,2,21,1,0.7259,164.8,215,876,2.47,2,3,22,23,0.0782,6941,246,46.61,78.6,15.0,4.0,1,Champions,55-64,Low,Hyperactif,Printemps,Après-midi,UK,Ancien,Faible,Semaine,Moyen,Spécialisé,F,Active,United Kingdom,Yes,2019-08-14,188.195.40.28
23284,245,20,10886.43,386.88,0.21,-470.02,6654.05,28870,619.54,-1155,383,539,192,3,15,9,0.5264,246.84,511,361,62.83,4,70,38,32,0.2145,5675,213,13.58,37.2,6.0,3.4,0,Potentiels,35-44,High,Occasionnel,Printemps,Soir,UK,Nouveau,Critique,Weekend,Inconnu,Modéré,Unknown,Active,Netherlands,Yes,10/03/2022,236.171.178.222
82789,229,41,-128.83,457.99,298.09,128.83,9565.49,28482,821.02,-4540,7791,298,226,3,3,3,0.6684,283.21,569,937,90.83,3,64,4,4,0.6336,6265,443,22.08,44.6,15.0,3.8,0,Fidèles,18-24,High,Hyperactif,Hiver,Après-midi,Europe_C,Ancien,Moyen,Semaine,Petit,Modéré,M,Active,United Kingdom,Yes,05/09/2011,107.61.116.5
94664,78,49,8564.83,427.99,457.97,2130.31,2014.46,30058,178.95,-6164,3941,75,450,5,18,2,0.1572,98.43,901,875,11.22,4,79,20,2,0.8178,6336,276,54.45,,4.0,0.1,0,Fidèles,18-24,Low,Régulier,Hiver,Matin,Europe_C,Nouveau,Faible,Semaine,Grand,Modéré,F,Active,Poland,Yes,23/03/12,163.195.27.156
71389,148,27,14092.85,343.17,143.97,-2264.97,8639.57,56255,699.94,-6603,1394,529,181,4,17,6,0.6476,21.91,741,358,95.96,2,56,21,10,0.8214,5474,416,34.5,21.0,12.0,2.1,1,Fidèles,25-34,Medium,Perdu,Été,Midi,Europe_C,Jeune,Moyen,Semaine,Petit,Spécialisé,F,Active,Germany,Yes,2014-09-25,135.21.163.76
19435,137,49,2203.34,30.9,92.76,-3784.13,3213.52,91407,28.34,-6925,7453,99,326,1,22,3,0.3823,148.13,812,130,96.8,4,24,48,44,0.9378,1567,334,85.27,70.3,9.0,4.3,0,Dormants,45-54,Low,Occasionnel,Été,Matin,UK,Jeune,Moyen,Weekend,Moyen,Explorateur,M,Active,Portugal,Yes,28/10/11,84.113.78.25
64340,313,12,6810.57,392.51,325.84,560.57,9895.65,63930,696.48,-890,3328,478,604,4,1,5,0.332,52.81,327,519,93.05,4,57,10,31,0.6564,480,280,49.98,,7.0,2.4,0,Fidèles,Inconnu,High,Nouveau,Été,Nuit,Europe_N,Inconnu,Faible,Weekend,Moyen,Spécialisé,F,Active,Australia,Yes,19/05/15,173.201.228.46
54078,375,7,917.04,423.53,356.3,-1730.22,1576.89,49500,960.48,-2257,7998,467,654,4,12,10,0.6715,101.19,37,383,46.79,4,5,29,21,0.0199,4893,46,91.61,,10.0,3.5,1,Potentiels,35-44,Low,Hyperactif,Automne,Nuit,Europe_E,Jeune,Élevé,Semaine,Petit,Modéré,M,Active,United Kingdom,Yes,19/05/22,57.221.148.201
88832,388,3,9198.07,400.55,344.02,-575.09,5163.4,25379,175.21,-1722,6453,635,202,6,15,8,0.5922,345.6,986,617,38.91,5,13,27,10,0.3774,5193,18,11.08,,1.0,3.8,0,Fidèles,45-54,High,Régulier,Hiver,Nuit,Europe_N,Établi,Faible,Semaine,Moyen,Explorateur,F,Active,Canada,Yes,06/07/13,38.67.172.42
61293,64,10,8033.24,256.7,159.66,1469.47,7928.45,66787,311.99,-3494,1653,291,401,2,21,10,0.6491,309.19,380,921,70.89,1,62,35,37,0.1115,7559,367,67.19,,15.0,0.6,1,Dormants,18-24,Low,Nouveau,Automne,Nuit,Europe_S,Inconnu,Élevé,Semaine,Moyen,Explorateur,M,Active,United Kingdom,Yes,2019-03-01,122.25.204.134
88781,12,34,5814.17,120.29,126.1,-58.74,4326.42,22674,583.29,-5992,4272,124,643,5,7,2,0.9653,216.25,796,819,32.55,2,100,16,21,0.7775,7098,246,88.69,,3.0,0.8,0,Potentiels,Inconnu,Medium,Régulier,Hiver,Matin,Europe_C,Nouveau,Faible,Inconnu,Inconnu,Modéré,Unknown,Closed,Denmark,Yes,2020-07-16,22.204.222.66
70403,212,25,7581.34,423.44,477.96,1202.79,4680.84,5590,732.66,-6507,4324,518,471,1,18,12,0.7012,146.46,512,562,7.77,5,74,20,3,0.1197,1100,350,30.0,39.8,0.0,3.6,0,Champions,65+,VIP,Régulier,Automne,Nuit,Europe_S,Jeune,Critique,Weekend,Petit,Modéré,F,Suspended,USA,Yes,25/09/10,196.69.246.101
39124,241,35,13396.91,364.95,461.65,442.0,9863.56,30432,345.03,-6865,2395,22,645,6,2,5,0.6409,96.48,324,736,90.24,1,64,36,38,0.1059,2236,220,14.43,78.8,5.0,0.3,0,Fidèles,18-24,Low,Occasionnel,Hiver,Soir,Europe_E,Nouveau,Moyen,Weekend,Moyen,Spécialisé,M,Closed,Japan,Yes,06/18/2016,125.202.100.126
53919,212,16,2542.56,490.48,228.66,2397.96,4253.08,39426,664.59,-6452,2039,161,178,6,18,11,0.6136,208.58,369,64,63.85,4,51,35,2,0.0282,8668,176,46.21,59.6,999.0,1.7,1,Dormants,Inconnu,Low,Occasionnel,Printemps,Matin,UK,Jeune,Faible,Weekend,Inconnu,Spécialisé,F,Active,United Kingdom,Yes,05/05/2016,63.36.136.220
45247,180,2,-150.25,82.07,423.1,2059.37,6040.72,48584,899.38,-7216,7786,628,697,4,16,8,0.3987,194.6,224,396,21.51,4,64,24,9,0.9555,917,398,96.17,52.2,2.0,4.6,0,Dormants,65+,High,Perdu,Hiver,Après-midi,UK,Inconnu,Élevé,Semaine,Grand,Modéré,M,Pending,United Kingdom,Yes,08/03/20,83.45.57.211
72752,337,24,12855.81,116.7,226.16,341.9,545.4,86663,726.83,-88,5462,505,17,4,8,1,0.8392,284.98,934,181,2.82,5,99,23,36,0.7857,4745,234,63.71,,0.0,2.9,0,Potentiels,45-54,Medium,Régulier,Hiver,Matin,UK,Établi,Élevé,Weekend,Moyen,Modéré,M,Suspended,USA,Yes,2015-03-28,109.187.178.97
66573,172,10,8445.31,109.84,212.19,1789.03,8422.1,37015,711.31,-2837,1986,20,462,3,20,10,0.3809,338.73,814,587,72.63,3,7,29,18,0.3333,4898,438,64.75,,-1.0,4.6,0,Potentiels,65+,Medium,Perdu,Hiver,Midi,Unknown,Nouveau,Élevé,Semaine,Petit,Spécialisé,M,Active,United Kingdom,Yes,2014-06-09,83.176.12.156
69101,159,38,13305.21,397.31,78.38,3735.6,6481.68,72251,382.59,-6580,1263,463,608,2,20,10,0.7002,120.06,713,778,85.43,2,95,41,17,0.3764,6191,149,67.48,,4.0,1.5,1,Dormants,65+,High,Perdu,Été,Soir,Europe_E,Ancien,Moyen,Semaine,Moyen,Spécialisé,F,Suspended,Germany,Yes,07/29/2012,44.179.226.74
36646,163,22,8752.65,97.52,213.2,-677.29,4040.2,68353,911.52,-1895,5732,482,545,4,22,11,0.2931,75.3,100,189,41.16,1,96,34,27,0.0594,9552,98,4.94,66.0,11.0,3.2,0,Potentiels,55-64,High,Régulier,Été,Matin,UK,Jeune,Faible,Semaine,Moyen,Spécialisé,M,Active,Netherlands,Yes,01/16/2015,113.22.119.102
